"Kod";"Nazwa";"przeciętna liczba osób na 1 izbę;2002;[-]";"przeciętna liczba osób na 1 izbę;2003;[-]";"przeciętna liczba osób na 1 izbę;2004;[-]";"przeciętna liczba osób na 1 izbę;2005;[-]";"przeciętna liczba osób na 1 izbę;2006;[-]";"przeciętna liczba osób na 1 izbę;2007;[-]";"przeciętna liczba osób na 1 izbę;2008;[-]";"przeciętna liczba osób na 1 izbę;2009;[-]";"przeciętna liczba osób na 1 izbę;2010;[-]";"przeciętna liczba osób na 1 izbę;2011;[-]";"przeciętna liczba osób na 1 izbę;2012;[-]";"przeciętna liczba osób na 1 izbę;2013;[-]";"przeciętna liczba osób na 1 izbę;2014;[-]";"przeciętna liczba osób na 1 izbę;2015;[-]";"przeciętna liczba osób na 1 izbę;2016;[-]";"przeciętna liczba osób na 1 izbę;2017;[-]";"przeciętna liczba osób na 1 izbę;2018;[-]";"przeciętna liczba osób na 1 izbę;2019;[-]";"przeciętna liczba osób na 1 izbę;2020;[-]";"przeciętna liczba osób na 1 izbę;2021;[-]";"przeciętna liczba osób na 1 izbę;2022;[-]";
1203035;"Chrzanów - obszar wiejski (5)";;0,80;0,80;0,79;0,79;0,78;0,78;0,77;0,76;0,75;0,75;0,75;0,74;0,73;0,72;0,72;0,71;0,70;0,69;0,68;0,67;
1203043;"Libiąż (3)";;0,80;0,79;0,78;0,77;0,76;0,75;0,75;0,75;0,75;0,74;0,73;0,72;0,72;0,71;0,70;0,70;0,69;0,64;0,64;0,63;
1203044;"Libiąż - miasto (4)";;0,80;0,80;0,79;0,78;0,77;0,76;0,76;0,76;0,75;0,74;0,74;0,73;0,72;0,71;0,70;0,70;0,69;0,64;0,63;0,62;
1203045;"Libiąż - obszar wiejski (5)";;0,77;0,77;0,76;0,75;0,74;0,73;0,73;0,74;0,74;0,74;0,73;0,71;0,71;0,71;0,70;0,70;0,69;0,65;0,65;0,64;
1203053;"Trzebinia (3)";;0,80;0,80;0,79;0,78;0,78;0,77;0,77;0,78;0,77;0,76;0,76;0,75;0,74;0,74;0,73;0,72;0,71;0,65;0,64;0,63;
1203054;"Trzebinia - miasto (4)";;0,81;0,80;0,79;0,79;0,78;0,76;0,76;0,79;0,78;0,78;0,77;0,76;0,76;0,75;0,74;0,74;0,73;0,67;0,66;0,65;
1203055;"Trzebinia - obszar wiejski (5)";;0,79;0,79;0,78;0,78;0,78;0,78;0,77;0,76;0,75;0,75;0,74;0,73;0,72;0,72;0,71;0,70;0,69;0,63;0,62;0,61;
1204000;"Powiat dąbrowski";;0,97;0,96;0,96;0,95;0,95;0,94;0,93;0,91;0,90;0,89;0,88;0,87;0,86;0,85;0,84;0,83;0,82;0,77;0,76;0,75;
1204012;"Bolesław (2)";;0,91;0,90;0,90;0,90;0,89;0,89;0,87;0,84;0,83;0,82;0,82;0,81;0,80;0,80;0,79;0,78;0,75;0,73;0,72;0,72;
1204023;"Dąbrowa Tarnowska (3)";;0,94;0,94;0,93;0,93;0,92;0,92;0,91;0,89;0,88;0,87;0,86;0,85;0,84;0,83;0,82;0,81;0,80;0,75;0,73;0,71;
1204024;"Dąbrowa Tarnowska - miasto (4)";;0,85;0,85;0,84;0,83;0,83;0,83;0,82;0,81;0,81;0,80;0,79;0,78;0,77;0,77;0,76;0,75;0,74;0,68;0,67;0,65;
1204025;"Dąbrowa Tarnowska - obszar wiejski (5)";;1,09;1,09;1,09;1,08;1,08;1,08;1,07;1,01;1,00;0,99;0,97;0,96;0,95;0,93;0,92;0,91;0,90;0,84;0,83;0,82;
1204032;"Gręboszów (2)";;0,92;0,91;0,91;0,91;0,90;0,89;0,88;0,82;0,81;0,80;0,80;0,79;0,78;0,77;0,76;0,77;0,76;0,85;0,84;0,83;
1204042;"Mędrzechów (2)";;0,99;0,99;0,98;0,97;0,96;0,96;0,95;0,92;0,91;0,90;0,89;0,89;0,88;0,88;0,85;0,84;0,82;0,83;0,82;0,80;
1204052;"Olesno (2)";;1,00;0,99;0,99;0,98;0,97;0,97;0,97;0,93;0,93;0,92;0,91;0,89;0,88;0,87;0,87;0,85;0,85;0,72;0,71;0,70;
1204062;"Radgoszcz (2)";;1,13;1,12;1,12;1,11;1,10;1,09;1,08;1,05;1,04;1,02;1,00;0,98;0,97;0,96;0,95;0,94;0,92;0,90;0,89;0,88;
1204072;"Szczucin (2)";;0,95;0,94;0,94;0,94;0,92;0,92;;;;;;;;;;;;;;;
1204073;"Szczucin (3)";;;;;;;;0,90;0,91;0,90;0,88;0,87;0,86;0,84;0,83;0,82;0,82;0,81;0,76;0,75;0,74;
1204074;"Szczucin - miasto (4)";;;;;;;;0,85;0,77;0,76;0,75;0,74;0,74;0,72;0,72;0,71;0,70;0,69;0,67;0,65;0,64;
1204075;"Szczucin - obszar wiejski (5)";;;;;;;;0,93;0,98;0,97;0,96;0,95;0,93;0,92;0,90;0,89;0,89;0,88;0,82;0,81;0,80;
1205000;"Powiat gorlicki";;0,93;0,93;0,92;0,91;0,90;0,89;0,88;0,88;0,87;0,86;0,85;0,84;0,83;0,82;0,80;0,79;0,78;0,74;0,73;0,71;
1205011;"Gorlice (1)";;0,86;0,85;0,84;0,83;0,82;0,81;0,80;0,81;0,80;0,79;0,78;0,77;0,76;0,75;0,74;0,73;0,72;0,69;0,68;0,66;
1205023;"Biecz (3)";;0,95;0,95;0,94;0,93;0,93;0,92;0,91;0,93;0,91;0,90;0,89;0,88;0,86;0,85;0,84;0,82;0,81;0,76;0,75;0,74;
1205024;"Biecz - miasto (4)";;0,85;0,85;0,84;0,83;0,82;0,81;0,81;0,84;0,82;0,82;0,81;0,81;0,79;0,78;0,77;0,76;0,75;0,71;0,69;0,68;
1205025;"Biecz - obszar wiejski (5)";;1,00;1,00;0,98;0,98;0,97;0,96;0,95;0,96;0,95;0,94;0,92;0,91;0,90;0,88;0,87;0,85;0,83;0,79;0,78;0,76;
1205032;"Bobowa (2)";;1,05;1,06;1,05;1,04;1,04;1,03;;;;;;;;;;;;;;;
1205033;"Bobowa (3)";;;;;;;;1,02;1,00;0,99;0,98;0,97;0,96;0,94;0,93;0,91;0,89;0,88;0,82;0,81;0,79;
1205034;"Bobowa - miasto (4)";;;;;;;;0,97;0,85;0,85;0,84;0,83;0,81;0,82;0,81;0,81;0,80;0,79;0,76;0,74;0,73;
1205035;"Bobowa - obszar wiejski (5)";;;;;;;;1,05;1,09;1,07;1,07;1,05;1,04;1,01;0,99;0,97;0,95;0,93;0,85;0,84;0,83;
1205042;"Gorlice (2)";;0,93;0,92;0,91;0,90;0,88;0,87;0,86;0,88;0,87;0,85;0,85;0,83;0,82;0,81;0,80;0,79;0,78;0,74;0,73;0,72;
1205052;"Lipinki (2)";;0,91;0,90;0,89;0,88;0,88;0,87;0,86;0,86;0,85;0,83;0,82;0,81;0,80;0,79;0,77;0,76;0,75;0,74;0,73;0,72;
1205062;"Łużna (2)";;0,99;0,99;0,99;0,99;0,98;0,97;0,96;0,94;0,92;0,92;0,90;0,89;0,88;0,88;0,86;0,85;0,84;0,80;0,79;0,78;
1205072;"Moszczenica (2)";;1,01;1,01;1,01;1,01;1,01;1,01;1,00;0,99;0,98;0,98;0,96;0,93;0,93;0,91;0,90;0,88;0,87;0,79;0,78;0,77;
1205082;"Ropa (2)";;1,05;1,05;1,04;1,02;1,00;0,99;0,98;0,96;0,95;0,93;0,91;0,90;0,88;0,87;0,86;0,85;0,82;0,79;0,77;0,75;
1205092;"Sękowa (2)";;0,90;0,89;0,88;0,88;0,87;0,86;0,85;0,83;0,82;0,81;0,80;0,80;0,79;0,78;0,77;0,76;0,74;0,70;0,69;0,68;
1205102;"Uście Gorlickie (2)";;0,96;0,95;0,94;0,93;0,92;0,92;0,91;0,85;0,84;0,84;0,82;0,81;0,81;0,78;0,77;0,75;0,73;0,66;0,65;0,64;
1206000;"Powiat krakowski";;0,81;0,81;0,81;0,80;0,79;0,77;0,75;0,77;0,76;0,75;0,74;0,73;0,73;0,72;0,71;0,70;0,69;0,62;0,62;0,62;
1206012;"Czernichów (2)";;0,76;0,76;0,76;0,76;0,75;0,73;0,73;0,75;0,74;0,73;0,72;0,72;0,72;0,71;0,71;0,69;0,69;0,61;0,61;0,60;
1206022;"Igołomia-Wawrzeńczyce (2)";;0,82;0,81;0,81;0,81;0,81;0,80;0,80;0,81;0,80;0,79;0,79;0,77;0,77;0,76;0,75;0,75;0,74;0,72;0,71;0,70;
1206032;"Iwanowice (2)";;0,84;0,85;0,84;0,83;0,82;0,80;0,79;0,76;0,74;0,74;0,73;0,72;0,71;0,70;0,70;0,69;0,68;0,61;0,60;0,60;
1206042;"Jerzmanowice-Przeginia (2)";;0,87;0,86;0,86;0,85;0,84;0,83;0,82;0,85;0,83;0,83;0,82;0,81;0,80;0,79;0,79;0,78;0,78;0,66;0,65;0,65;
1206052;"Kocmyrzów-Luborzyca (2)";;0,81;0,81;0,81;0,80;0,79;0,76;0,74;0,73;0,73;0,72;0,71;0,70;0,69;0,68;0,67;0,66;0,65;0,62;0,62;0,61;
1206063;"Krzeszowice (3)";;0,80;0,79;0,79;0,78;0,78;0,77;0,76;0,81;0,80;0,80;0,79;0,78;0,78;0,77;0,76;0,76;0,75;0,66;0,65;0,64;
1206064;"Krzeszowice - miasto (4)";;0,75;0,74;0,74;0,73;0,72;0,71;0,71;0,75;0,74;0,73;0,73;0,72;0,72;0,71;0,70;0,70;0,69;0,62;0,61;0,60;
1206065;"Krzeszowice - obszar wiejski (5)";;0,82;0,82;0,81;0,81;0,81;0,80;0,79;0,84;0,83;0,83;0,82;0,81;0,81;0,80;0,79;0,78;0,78;0,68;0,67;0,67;
1206072;"Liszki (2)";;0,84;0,85;0,84;0,83;0,83;0,82;0,80;0,80;0,79;0,79;0,78;0,77;0,76;0,76;0,75;0,74;0,73;0,64;0,64;0,63;
1206082;"Michałowice (2)";;0,77;0,76;0,74;0,72;0,70;0,67;0,65;0,68;0,66;0,64;0,63;0,62;0,61;0,61;0,60;0,59;0,58;0,57;0,57;0,56;
1206092;"Mogilany (2)";;0,84;0,83;0,82;0,81;0,81;0,78;0,75;0,76;0,74;0,73;0,73;0,71;0,71;0,69;0,68;0,68;0,67;0,59;0,59;0,59;
1206103;"Skała (3)";;0,79;0,79;0,79;0,78;0,77;0,76;0,74;0,71;0,71;0,71;0,71;0,70;0,70;0,70;0,69;0,68;0,67;0,62;0,62;0,61;
1206104;"Skała - miasto (4)";;0,77;0,77;0,76;0,76;0,74;0,74;0,74;0,69;0,69;0,69;0,69;0,69;0,68;0,69;0,68;0,67;0,67;0,63;0,63;0,63;
1206105;"Skała - obszar wiejski (5)";;0,80;0,80;0,80;0,80;0,79;0,77;0,75;0,73;0,72;0,72;0,71;0,71;0,71;0,70;0,69;0,68;0,68;0,62;0,61;0,60;
1206113;"Skawina (3)";;0,87;0,86;0,86;0,86;0,85;0,84;0,83;0,86;0,86;0,85;0,84;0,83;0,83;0,82;0,81;0,79;0,78;0,69;0,69;0,68;
1206114;"Skawina - miasto (4)";;0,88;0,87;0,87;0,86;0,85;0,84;0,82;0,87;0,86;0,85;0,84;0,83;0,83;0,82;0,81;0,79;0,78;0,69;0,68;0,67;
1206115;"Skawina - obszar wiejski (5)";;0,85;0,85;0,86;0,86;0,86;0,85;0,84;0,86;0,85;0,84;0,84;0,83;0,83;0,82;0,80;0,79;0,79;0,70;0,70;0,69;
1206123;"Słomniki (3)";;0,85;0,84;0,83;0,83;0,81;0,81;0,80;0,79;0,78;0,78;0,77;0,76;0,75;0,74;0,73;0,73;0,72;0,66;0,65;0,65;
1206124;"Słomniki - miasto (4)";;0,77;0,76;0,75;0,74;0,73;0,72;0,72;0,74;0,73;0,73;0,72;0,71;0,70;0,69;0,69;0,68;0,68;0,62;0,62;0,61;
1206125;"Słomniki - obszar wiejski (5)";;0,89;0,89;0,88;0,88;0,86;0,85;0,84;0,82;0,81;0,81;0,79;0,78;0,77;0,77;0,75;0,75;0,74;0,68;0,67;0,66;
1206132;"Sułoszowa (2)";;0,87;0,87;0,86;0,86;0,85;0,85;0,85;0,84;0,83;0,83;0,82;0,81;0,82;0,81;0,80;0,80;0,80;0,71;0,70;0,70;
1206143;"Świątniki Górne (3)";;0,92;0,92;0,91;0,90;0,88;0,87;0,85;0,88;0,87;0,86;0,85;0,84;0,83;0,82;0,81;0,80;0,79;0,66;0,66;0,66;
1206144;"Świątniki Górne - miasto (4)";;0,84;0,83;0,82;0,81;0,80;0,80;0,80;0,82;0,81;0,81;0,80;0,80;0,78;0,77;0,77;0,76;0,76;0,67;0,67;0,66;
1206145;"Świątniki Górne - obszar wiejski (5)";;0,95;0,95;0,94;0,94;0,91;0,89;0,87;0,91;0,89;0,88;0,87;0,86;0,85;0,84;0,83;0,81;0,80;0,66;0,66;0,65;
1206152;"Wielka Wieś (2)";;0,79;0,79;0,78;0,77;0,75;0,71;0,69;0,66;0,65;0,65;0,64;0,63;0,62;0,61;0,60;0,60;0,59;0,54;0,55;0,55;
1206162;"Zabierzów (2)";;0,79;0,78;0,78;0,77;0,75;0,74;0,71;0,71;0,70;0,69;0,68;0,67;0,67;0,66;0,66;0,65;0,65;0,61;0,60;0,59;
1206172;"Zielonki (2)";;0,69;0,69;0,69;0,68;0,66;0,62;0,59;0,63;0,63;0,63;0,63;0,62;0,62;0,61;0,61;0,60;0,59;0,54;0,54;0,54;
1207000;"Powiat limanowski";;1,00;1,00;0,99;0,99;0,98;0,97;0,96;0,95;0,94;0,93;0,92;0,91;0,90;0,89;0,87;0,86;0,85;0,81;0,80;0,78;
1207011;"Limanowa (1)";;0,87;0,87;0,86;0,86;0,85;0,83;0,83;0,84;0,83;0,82;0,81;0,79;0,79;0,78;0,77;0,76;0,75;0,70;0,69;0,68;
1207021;"Mszana Dolna (1)";;0,77;0,77;0,78;0,77;0,77;0,76;0,76;0,76;0,76;0,76;0,76;0,75;0,75;0,74;0,74;0,73;0,72;0,71;0,70;0,68;
1207032;"Dobra (2)";;0,95;0,94;0,94;0,93;0,92;0,92;0,92;0,86;0,86;0,85;0,85;0,84;0,83;0,82;0,81;0,80;0,79;0,76;0,75;0,74;
1207042;"Jodłownik (2)";;0,95;0,94;0,93;0,92;0,91;0,91;0,90;0,90;0,89;0,89;0,88;0,87;0,86;0,85;0,84;0,83;0,81;0,80;0,80;0,79;
1207052;"Kamienica (2)";;0,99;0,99;0,99;0,99;0,98;0,99;0,99;0,95;0,95;0,95;0,95;0,94;0,93;0,91;0,90;0,90;0,88;0,82;0,81;0,80;
1207062;"Laskowa (2)";;1,06;1,05;1,03;1,04;1,03;1,01;1,01;1,02;1,01;1,00;0,99;0,97;0,96;0,95;0,93;0,92;0,91;0,83;0,82;0,80;
1207072;"Limanowa (2)";;1,09;1,08;1,08;1,07;1,05;1,04;1,02;1,02;1,00;0,98;0,96;0,95;0,93;0,92;0,89;0,88;0,87;0,84;0,83;0,81;
1207082;"Łukowica (2)";;1,12;1,12;1,12;1,11;1,09;1,08;1,06;1,07;1,05;1,03;1,01;0,99;0,97;0,95;0,92;0,91;0,89;0,84;0,83;0,82;
1207092;"Mszana Dolna (2)";;1,04;1,05;1,04;1,05;1,05;1,04;1,03;0,97;0,97;0,97;0,96;0,96;0,95;0,94;0,93;0,93;0,91;0,87;0,85;0,84;
1207102;"Niedźwiedź (2)";;1,00;1,00;0,99;1,00;1,01;1,00;1,01;0,95;0,95;0,94;0,93;0,93;0,92;0,91;0,90;0,89;0,88;0,75;0,74;0,74;
1207112;"Słopnice (2)";;1,28;1,28;1,28;1,27;1,26;1,24;1,21;1,24;1,22;1,21;1,18;1,16;1,13;1,11;1,08;1,05;1,04;0,97;0,95;0,93;
1207122;"Tymbark (2)";;1,02;1,04;1,03;1,01;1,00;0,98;0,98;0,97;0,96;0,95;0,94;0,93;0,91;0,90;0,89;0,87;0,87;0,84;0,83;0,82;
1208000;"Powiat miechowski";;0,80;0,79;0,79;0,79;0,78;0,78;0,77;0,77;0,76;0,76;0,75;0,75;0,74;0,73;0,73;0,72;0,71;0,65;0,65;0,64;
1208012;"Charsznica (2)";;0,79;0,79;0,79;0,79;0,79;0,78;0,77;0,76;0,75;0,75;0,75;0,74;0,73;0,73;0,72;0,72;0,71;0,68;0,67;0,66;
1208022;"Gołcza (2)";;0,88;0,87;0,86;0,86;0,86;0,85;0,84;0,82;0,82;0,81;0,80;0,80;0,79;0,79;0,78;0,77;0,76;0,67;0,67;0,67;
1208032;"Kozłów (2)";;0,80;0,79;0,80;0,79;0,79;0,79;0,79;0,76;0,75;0,74;0,74;0,74;0,73;0,73;0,72;0,72;0,70;0,67;0,66;0,65;
1208042;"Książ Wielki (2)";;0,75;0,74;0,74;0,74;0,73;0,73;0,72;0,74;0,73;0,73;0,72;0,71;0,71;0,70;0,69;0,68;0,68;0,64;0,63;0,62;
1208053;"Miechów (3)";;0,80;0,79;0,78;0,78;0,77;0,77;0,76;0,77;0,77;0,76;0,75;0,75;0,74;0,73;0,73;0,72;0,71;0,63;0,63;0,62;
1208054;"Miechów - miasto (4)";;0,76;0,75;0,74;0,74;0,73;0,73;0,72;0,74;0,73;0,73;0,72;0,71;0,70;0,70;0,69;0,69;0,68;0,61;0,60;0,59;
1208055;"Miechów - obszar wiejski (5)";;0,86;0,85;0,84;0,84;0,84;0,84;0,83;0,83;0,82;0,82;0,81;0,80;0,80;0,79;0,78;0,78;0,77;0,68;0,67;0,66;
1208062;"Racławice (2)";;0,85;0,84;0,83;0,83;0,83;0,82;0,82;0,78;0,77;0,76;0,76;0,75;0,74;0,74;0,74;0,74;0,73;0,70;0,69;0,69;
1208072;"Słaboszów (2)";;0,78;0,77;0,77;0,76;0,76;0,75;0,74;0,76;0,75;0,74;0,73;0,73;0,72;0,71;0,70;0,69;0,68;0,64;0,64;0,63;
1209000;"Powiat myślenicki";;0,89;0,89;0,89;0,89;0,88;0,87;0,86;0,86;0,85;0,85;0,84;0,83;0,83;0,82;0,81;0,80;0,80;0,72;0,72;0,70;
1209013;"Dobczyce (3)";;0,85;0,85;0,84;0,84;0,84;0,83;0,83;0,81;0,81;0,81;0,80;0,79;0,79;0,78;0,77;0,77;0,76;0,69;0,68;0,67;
1209014;"Dobczyce - miasto (4)";;0,80;0,79;0,79;0,79;0,79;0,78;0,78;0,79;0,79;0,78;0,78;0,78;0,77;0,76;0,76;0,75;0,74;0,66;0,65;0,64;
1209015;"Dobczyce - obszar wiejski (5)";;0,89;0,89;0,89;0,89;0,88;0,88;0,88;0,83;0,83;0,83;0,82;0,81;0,80;0,80;0,79;0,78;0,77;0,71;0,70;0,69;
1209022;"Lubień (2)";;0,94;0,94;0,94;0,94;0,94;0,93;0,93;0,89;0,88;0,88;0,88;0,88;0,87;0,86;0,85;0,84;0,83;0,75;0,75;0,74;
1209033;"Myślenice (3)";;0,87;0,87;0,86;0,86;0,85;0,84;0,83;0,84;0,84;0,83;0,82;0,81;0,80;0,80;0,79;0,78;0,77;0,69;0,68;0,67;
1209034;"Myślenice - miasto (4)";;0,81;0,81;0,80;0,79;0,78;0,77;0,76;0,79;0,78;0,77;0,77;0,76;0,75;0,75;0,74;0,73;0,72;0,66;0,65;0,64;
1209035;"Myślenice - obszar wiejski (5)";;0,93;0,92;0,92;0,92;0,92;0,90;0,90;0,89;0,88;0,87;0,87;0,85;0,84;0,84;0,83;0,81;0,80;0,72;0,71;0,70;
1209042;"Pcim (2)";;0,96;0,95;0,95;0,94;0,94;0,93;0,92;0,95;0,94;0,94;0,93;0,93;0,92;0,91;0,91;0,91;0,90;0,80;0,79;0,77;
1209052;"Raciechowice (2)";;0,95;0,95;0,94;0,93;0,92;0,89;0,89;0,85;0,84;0,84;0,84;0,83;0,82;0,82;0,80;0,80;0,79;0,74;0,72;0,71;
1209062;"Siepraw (2)";;0,83;0,82;0,82;0,82;0,81;0,79;0,78;0,76;0,76;0,75;0,75;0,75;0,74;0,74;0,74;0,73;0,73;0,69;0,69;0,68;
1209073;"Sułkowice (3)";;0,90;0,90;0,90;0,90;0,90;0,88;0,88;0,89;0,88;0,88;0,87;0,86;0,85;0,85;0,84;0,83;0,82;0,76;0,76;0,74;
1209074;"Sułkowice - miasto (4)";;0,88;0,88;0,88;0,88;0,88;0,87;0,86;0,90;0,89;0,89;0,88;0,88;0,86;0,86;0,85;0,85;0,84;0,77;0,76;0,75;
1209075;"Sułkowice - obszar wiejski (5)";;0,91;0,92;0,92;0,92;0,91;0,89;0,89;0,87;0,87;0,86;0,86;0,85;0,84;0,84;0,83;0,82;0,82;0,75;0,75;0,73;
1209082;"Tokarnia (2)";;0,99;1,00;1,00;1,00;1,00;0,99;0,99;0,96;0,96;0,96;0,94;0,92;0,91;0,91;0,89;0,88;0,88;0,79;0,78;0,77;
1209092;"Wiśniowa (2)";;0,90;0,90;0,89;0,89;0,88;0,86;0,86;0,86;0,85;0,85;0,84;0,83;0,83;0,82;0,82;0,82;0,81;0,75;0,74;0,73;
1210000;"Powiat nowosądecki";;1,03;1,03;1,03;1,03;1,03;1,03;1,02;0,97;0,97;0,96;0,95;0,95;0,94;0,93;0,93;0,94;0,93;0,78;0,77;0,77;
1210011;"Grybów (1)";;0,99;0,98;0,97;0,97;0,96;0,95;0,95;0,88;0,87;0,86;0,84;0,83;0,83;0,83;0,83;0,82;0,81;0,76;0,75;0,74;
1210022;"Chełmiec (2)";;1,02;1,03;1,02;1,03;1,03;1,02;1,01;0,96;0,96;0,95;0,94;0,93;0,92;0,92;0,92;0,92;0,92;0,77;0,76;0,75;
1210032;"Gródek nad Dunajcem (2)";;1,09;1,09;1,09;1,09;1,09;1,07;1,07;0,92;0,92;0,90;0,89;0,88;0,88;0,86;0,86;0,86;0,86;0,74;0,73;0,72;
1210042;"Grybów (2)";;1,16;1,16;1,17;1,17;1,18;1,18;1,19;1,11;1,11;1,11;1,10;1,10;1,10;1,09;1,10;1,10;1,10;0,85;0,84;0,84;
1210052;"Kamionka Wielka (2)";;1,08;1,09;1,09;1,08;1,09;1,09;1,08;1,02;1,02;1,02;1,01;1,00;0,99;0,99;0,99;0,99;0,99;0,82;0,82;0,81;
1210062;"Korzenna (2)";;1,24;1,24;1,23;1,23;1,23;1,22;1,22;1,22;1,22;1,21;1,20;1,19;1,17;1,17;1,17;1,17;1,17;0,90;0,89;0,88;
1210073;"Krynica-Zdrój (3)";;0,80;0,78;0,78;0,78;0,77;0,76;0,74;0,74;0,73;0,72;0,72;0,71;0,71;0,70;0,70;0,70;0,69;0,60;0,59;0,58;
1210074;"Krynica-Zdrój - miasto (4)";;0,72;0,71;0,70;0,69;0,68;0,67;0,64;0,67;0,65;0,65;0,64;0,63;0,62;0,62;0,61;0,61;0,60;0,54;0,53;0,52;
1210075;"Krynica-Zdrój - obszar wiejski (5)";;1,03;1,02;1,03;1,03;1,03;1,02;1,02;0,94;0,94;0,93;0,93;0,93;0,94;0,94;0,95;0,95;0,95;0,71;0,71;0,71;
1210082;"Łabowa (2)";;1,19;1,18;1,18;1,19;1,20;1,19;1,20;1,08;1,09;1,08;1,06;1,05;1,05;1,05;1,05;1,05;1,05;0,84;0,83;0,82;
1210092;"Łącko (2)";;1,08;1,08;1,08;1,08;1,08;1,08;1,07;1,06;1,06;1,05;1,05;1,04;1,03;1,03;1,03;1,03;1,02;0,84;0,83;0,82;
1210102;"Łososina Dolna (2)";;1,12;1,11;1,11;1,12;1,12;1,10;1,09;1,09;1,08;1,07;1,05;1,03;1,01;1,00;0,99;1,00;1,00;0,77;0,77;0,76;
1210113;"Muszyna (3)";;0,90;0,90;0,91;0,91;0,91;0,92;0,91;0,83;0,83;0,83;0,82;0,82;0,81;0,80;0,80;0,80;0,79;0,72;0,72;0,71;
1210114;"Muszyna - miasto (4)";;0,82;0,81;0,81;0,81;0,81;0,81;0,80;0,76;0,75;0,75;0,74;0,74;0,73;0,72;0,71;0,70;0,69;0,66;0,65;0,64;
1210115;"Muszyna - obszar wiejski (5)";;0,97;0,99;1,00;1,01;1,01;1,02;1,02;0,90;0,90;0,90;0,89;0,89;0,88;0,88;0,88;0,88;0,89;0,77;0,77;0,76;
1210122;"Nawojowa (2)";;1,19;1,20;1,20;1,20;1,20;1,18;1,18;1,08;1,07;1,07;1,06;1,05;1,04;1,05;1,04;1,05;1,04;0,83;0,82;0,81;
1210133;"Piwniczna-Zdrój (3)";;1,00;0,99;0,99;0,99;0,99;0,98;0,97;0,97;0,95;0,94;0,93;0,92;0,92;0,91;0,91;0,90;0,89;0,79;0,78;0,77;
1210134;"Piwniczna-Zdrój - miasto (4)";;0,91;0,90;0,88;0,89;0,89;0,88;0,87;0,90;0,88;0,87;0,86;0,85;0,85;0,84;0,84;0,83;0,82;0,72;0,72;0,71;
1210135;"Piwniczna-Zdrój - obszar wiejski (5)";;1,15;1,15;1,15;1,15;1,15;1,14;1,12;1,08;1,07;1,06;1,05;1,03;1,03;1,02;1,02;1,02;1,00;0,88;0,88;0,86;
1210142;"Podegrodzie (2)";;1,11;1,11;1,12;1,13;1,13;1,12;1,12;1,01;1,02;1,01;1,00;1,00;1,00;0,99;0,99;0,99;0,99;0,85;0,84;0,83;
1210152;"Rytro (2)";;1,00;0,99;0,98;0,99;0,98;0,97;0,95;0,99;0,99;0,99;0,97;0,97;0,96;0,95;0,94;0,94;0,93;0,83;0,83;0,82;
1210163;"Stary Sącz (3)";;0,95;0,95;0,95;0,96;0,95;0,95;0,94;0,90;0,90;0,89;0,88;0,88;0,87;0,87;0,87;0,87;0,87;0,75;0,75;0,74;
1210164;"Stary Sącz - miasto (4)";;0,83;0,83;0,82;0,82;0,82;0,81;0,81;0,79;0,79;0,78;0,77;0,77;0,76;0,76;0,75;0,76;0,76;0,68;0,68;0,67;
1210165;"Stary Sącz - obszar wiejski (5)";;1,06;1,06;1,07;1,08;1,08;1,07;1,06;0,99;0,98;0,98;0,97;0,96;0,95;0,95;0,96;0,96;0,95;0,80;0,80;0,79;
1211000;"Powiat nowotarski";;0,86;0,86;0,86;0,85;0,85;0,84;0,84;0,85;0,84;0,83;0,83;0,82;0,81;0,80;0,79;0,78;0,77;0,74;0,73;0,72;
1211011;"Nowy Targ (1)";;0,86;0,86;0,86;0,85;0,84;0,83;0,82;0,81;0,80;0,80;0,79;0,78;0,77;0,77;0,76;0,75;0,74;0,72;0,71;0,70;
1211021;"Szczawnica (1)";;0,68;0,67;0,67;0,67;0,66;;;;;;;;;;;;;;;;
1211023;"Szczawnica (3)";;;;;;;0,66;0,65;0,64;0,64;0,63;0,62;0,61;0,60;0,59;0,58;0,57;0,55;0,55;0,54;0,52;
1211024;"Szczawnica - miasto (4)";;;;;;;0,64;0,63;0,62;0,61;0,60;0,60;0,60;0,59;0,58;0,57;0,56;0,55;0,55;0,54;0,52;
1211025;"Szczawnica - obszar wiejski (5)";;;;;;;0,77;0,76;0,77;0,77;0,74;0,71;0,69;0,66;0,65;0,61;0,59;0,57;0,56;0,55;0,52;
1211032;"Czarny Dunajec (2)";;0,94;0,94;0,93;0,93;0,93;0,93;0,93;1,00;1,00;0,99;0,99;0,98;0,97;0,96;0,96;0,95;0,94;0,81;0,80;0,79;
1211042;"Czorsztyn (2)";;0,72;0,72;0,72;0,71;0,71;0,71;0,69;0,71;0,70;0,71;0,70;0,70;0,69;0,68;0,67;0,66;0,65;0,66;0,65;0,63;
1211052;"Jabłonka (2)";;0,83;0,83;0,82;0,82;0,81;0,81;0,81;0,80;0,79;0,78;0,77;0,76;0,76;0,75;0,74;0,73;0,72;0,73;0,73;0,72;
1211062;"Krościenko nad Dunajcem (2)";;0,78;0,77;0,77;0,76;0,76;0,75;0,75;0,71;0,71;0,70;0,69;0,68;0,68;0,67;0,66;0,65;0,64;0,65;0,63;0,62;
