"Kod";"Nazwa";"ogółem;2020;[ha]";"ogółem;2021;[ha]";"ogółem;2022;[ha]";"ogółem - uzbrojone;2020;[ha]";"ogółem - uzbrojone;2021;[ha]";"ogółem - uzbrojone;2022;[ha]";
3008042;"Łęka Opatowska (2)";0,8;0,8;0,8;0,0;0,0;0,0;
3008052;"Perzów (2)";0,3;0,3;0,3;0,3;0,3;0,3;
3008062;"Rychtal (2)";0,6;0,6;0,6;0,0;0,0;0,0;
3008072;"Trzcinica (2)";1,0;1,0;1,0;1,0;1,0;1,0;
3009000;"Powiat kolski";18,8;19,1;19,9;14,0;13,8;14,9;
3009011;"Koło (1)";1,7;2,2;1,6;0,0;0,0;0,0;
3009022;"Babiak (2)";10,9;10,7;12,3;10,9;10,7;12,3;
3009043;"Dąbie (3)";1,1;1,1;1,1;1,1;1,1;1,1;
3009044;"Dąbie - miasto (4)";0,8;0,8;0,8;0,8;0,8;0,8;
3009045;"Dąbie - obszar wiejski (5)";0,3;0,3;0,3;0,3;0,3;0,3;
3009063;"Kłodawa (3)";1,0;1,0;0,5;1,0;1,0;0,5;
3009064;"Kłodawa - miasto (4)";1,0;1,0;0,5;1,0;1,0;0,5;
3009072;"Koło (2)";0,0;0,0;0,3;0,0;0,0;0,0;
3009082;"Kościelec (2)";2,0;2,0;2,0;0,0;0,0;0,0;
3009092;"Olszówka (2)";1,6;1,6;1,6;1,0;1,0;1,0;
3009102;"Osiek Mały (2)";0,5;0,5;0,5;0,0;0,0;0,0;
3010000;"Powiat koniński";18,3;16,6;15,7;6,8;5,2;5,2;
3010013;"Golina (3)";1,6;1,6;1,6;0,0;0,0;0,0;
3010014;"Golina - miasto (4)";1,6;1,6;1,6;0,0;0,0;0,0;
3010043;"Kleczew (3)";2,2;2,2;2,2;2,2;2,2;2,2;
3010044;"Kleczew - miasto (4)";2,0;2,0;2,0;2,0;2,0;2,0;
3010045;"Kleczew - obszar wiejski (5)";0,2;0,2;0,2;0,2;0,2;0,2;
3010062;"Krzymów (2)";1,4;1,4;0,6;0,0;0,0;0,0;
3010073;"Rychwał (3)";0,3;0,3;0,3;0,3;0,3;0,3;
3010074;"Rychwał - miasto (4)";0,3;0,3;0,3;0,3;0,3;0,3;
3010082;"Rzgów (2)";1,2;1,2;1,2;0,0;0,0;0,0;
3010103;"Sompolno (3)";4,3;3,5;3,4;2,0;1,3;1,3;
3010104;"Sompolno - miasto (4)";3,0;2,2;2,1;0,7;0,0;0,0;
3010105;"Sompolno - obszar wiejski (5)";1,3;1,3;1,3;1,3;1,3;1,3;
3010112;"Stare Miasto (2)";0,1;0,1;0,1;0,1;0,1;0,1;
3010132;"Wierzbinek (2)";5,8;5,8;5,8;0,8;0,8;0,8;
3010142;"Wilczyn (2)";1,4;0,5;0,5;1,4;0,5;0,5;
3011000;"Powiat kościański";9,0;7,2;6,8;0,4;0,5;3,1;
3011011;"Kościan (1)";0,3;0,2;0,1;0,3;0,2;0,1;
3011023;"Czempiń (3)";5,1;2,5;2,7;0,1;0,0;2,7;
3011024;"Czempiń - miasto (4)";3,1;0,7;0,7;0,1;0,0;0,7;
3011025;"Czempiń - obszar wiejski (5)";2,0;1,8;2,0;0,0;0,0;2,0;
3011032;"Kościan (2)";2,5;2,2;2,0;0,0;0,0;0,0;
3011043;"Krzywiń (3)";0,9;1,3;1,2;0,0;0,3;0,3;
3011044;"Krzywiń - miasto (4)";0,0;0,3;0,3;0,0;0,3;0,3;
3011045;"Krzywiń - obszar wiejski (5)";0,9;1,0;0,9;0,0;0,0;0,0;
3011053;"Śmigiel (3)";0,2;1,0;0,8;0,0;0,0;0,0;
3011054;"Śmigiel - miasto (4)";0,2;0,2;0,0;0,0;0,0;0,0;
3011055;"Śmigiel - obszar wiejski (5)";0,0;0,8;0,8;0,0;0,0;0,0;
3012000;"Powiat krotoszyński";39,8;40,1;42,0;2,1;2,6;7,7;
3012011;"Sulmierzyce (1)";5,1;5,1;5,1;0,0;0,0;0,0;
3012023;"Kobylin (3)";0,0;1,3;6,6;0,0;1,3;6,6;
3012024;"Kobylin - miasto (4)";0,0;0,1;5,8;0,0;0,1;5,8;
3012025;"Kobylin - obszar wiejski (5)";0,0;1,2;0,8;0,0;1,2;0,8;
3012033;"Koźmin Wielkopolski (3)";0,2;0,2;0,0;0,0;0,0;0,0;
3012035;"Koźmin Wielkopolski - obszar wiejski (5)";0,2;0,2;0,0;0,0;0,0;0,0;
3012043;"Krotoszyn (3)";0,5;0,4;0,4;0,0;0,0;0,0;
3012044;"Krotoszyn - miasto (4)";0,5;0,4;0,4;0,0;0,0;0,0;
3012052;"Rozdrażew (2)";2,1;1,3;1,1;2,1;1,3;1,1;
3012063;"Zduny (3)";31,9;31,8;28,8;0,0;0,0;0,0;
3012064;"Zduny - miasto (4)";16,5;16,4;16,0;0,0;0,0;0,0;
3012065;"Zduny - obszar wiejski (5)";15,4;15,4;12,8;0,0;0,0;0,0;
3013000;"Powiat leszczyński";7,0;6,9;6,6;2,3;2,0;1,7;
3013012;"Krzemieniewo (2)";1,8;1,6;1,3;1,8;1,6;1,3;
3013022;"Lipno (2)";0,5;0,4;0,4;0,5;0,4;0,4;
3013043;"Rydzyna (3)";0,3;1,2;1,9;0,0;0,0;0,0;
3013044;"Rydzyna - miasto (4)";0,2;1,1;1,1;0,0;0,0;0,0;
3013045;"Rydzyna - obszar wiejski (5)";0,1;0,1;0,8;0,0;0,0;0,0;
3013052;"Święciechowa (2)";0,2;1,4;1,3;0,0;0,0;0,0;
3013062;"Wijewo (2)";1,6;1,5;1,5;0,0;0,0;0,0;
3013072;"Włoszakowice (2)";2,6;0,8;0,2;0,0;0,0;0,0;
3014000;"Powiat międzychodzki";14,2;13,9;13,1;3,0;2,9;2,1;
3014012;"Chrzypsko Wielkie (2)";0,1;0,0;0,0;0,1;0,0;0,0;
3014033;"Międzychód (3)";12,2;12,0;11,9;1,0;1,0;0,9;
3014034;"Międzychód - miasto (4)";0,7;0,7;0,7;0,5;0,5;0,4;
3014035;"Międzychód - obszar wiejski (5)";11,5;11,3;11,2;0,5;0,5;0,5;
3014043;"Sieraków (3)";1,9;1,9;1,2;1,9;1,9;1,2;
3014044;"Sieraków - miasto (4)";0,3;0,3;0,0;0,3;0,3;0,0;
3014045;"Sieraków - obszar wiejski (5)";1,6;1,6;1,2;1,6;1,6;1,2;
3015000;"Powiat nowotomyski";45,5;45,0;46,5;17,4;16,7;18,0;
3015023;"Lwówek (3)";5,0;5,0;5,0;5,0;5,0;5,0;
3015024;"Lwówek - miasto (4)";3,2;3,2;3,2;3,2;3,2;3,2;
3015025;"Lwówek - obszar wiejski (5)";1,8;1,8;1,8;1,8;1,8;1,8;
3015032;"Miedzichowo (2)";1,3;0,0;0,0;1,3;0,0;0,0;
3015043;"Nowy Tomyśl (3)";22,5;22,1;22,1;5,0;4,0;4,0;
3015044;"Nowy Tomyśl - miasto (4)";4,0;4,0;4,0;4,0;4,0;4,0;
3015045;"Nowy Tomyśl - obszar wiejski (5)";18,5;18,1;18,1;1,0;0,0;0,0;
3015053;"Opalenica (3)";5,1;6,3;6,5;2,7;4,3;4,3;
3015054;"Opalenica - miasto (4)";0,3;0,3;0,5;0,2;0,1;0,1;
3015055;"Opalenica - obszar wiejski (5)";4,8;6,0;6,0;2,5;4,2;4,2;
3015063;"Zbąszyń (3)";11,6;11,6;12,9;3,4;3,4;4,7;
3015064;"Zbąszyń - miasto (4)";3,0;3,0;3,0;3,0;3,0;3,0;
3015065;"Zbąszyń - obszar wiejski (5)";8,6;8,6;9,9;0,4;0,4;1,7;
3016000;"Powiat obornicki";24,1;18,1;13,3;22,4;17,4;12,6;
3016013;"Oborniki (3)";12,7;9,5;7,7;12,7;9,5;7,7;
3016014;"Oborniki - miasto (4)";2,8;2,3;2,0;2,8;2,3;2,0;
3016015;"Oborniki - obszar wiejski (5)";9,9;7,2;5,7;9,9;7,2;5,7;
3016023;"Rogoźno (3)";10,7;7,9;4,9;9,7;7,9;4,9;
3016024;"Rogoźno - miasto (4)";8,6;5,8;2,8;7,6;5,8;2,8;
3016025;"Rogoźno - obszar wiejski (5)";2,1;2,1;2,1;2,1;2,1;2,1;
3016032;"Ryczywół (2)";0,7;0,7;0,7;0,0;0,0;0,0;
3017000;"Powiat ostrowski";43,3;42,6;72,3;31,1;28,5;29,1;
3017011;"Ostrów Wielkopolski (1)";7,7;7,3;7,1;7,2;6,9;6,7;
3017023;"Nowe Skalmierzyce (3)";1,0;0,8;30,9;1,0;0,8;0,8;
3017024;"Nowe Skalmierzyce - miasto (4)";0,0;0,0;30,1;0,0;0,0;0,0;
3017025;"Nowe Skalmierzyce - obszar wiejski (5)";1,0;0,8;0,8;1,0;0,8;0,8;
3017033;"Odolanów (3)";4,8;4,4;3,3;0,0;0,0;0,0;
3017034;"Odolanów - miasto (4)";1,1;1,1;0,0;0,0;0,0;0,0;
3017035;"Odolanów - obszar wiejski (5)";3,7;3,3;3,3;0,0;0,0;0,0;
3017052;"Przygodzice (2)";5,4;4,3;4,3;4,5;3,0;3,0;
3017063;"Raszków (3)";0,6;0,0;0,9;0,6;0,0;0,8;
3017065;"Raszków - obszar wiejski (5)";0,6;0,0;0,9;0,6;0,0;0,8;
3017072;"Sieroszewice (2)";0,0;2,0;2,0;0,0;0,0;0,0;
3017082;"Sośnie (2)";23,8;23,8;23,8;17,8;17,8;17,8;
3018000;"Powiat ostrzeszowski";14,7;14,0;12,8;7,8;7,2;6,5;
3018022;"Doruchów (2)";0,1;0,1;0,1;0,1;0,1;0,1;
3018033;"Grabów nad Prosną (3)";0,2;0,2;0,2;0,2;0,2;0,2;
3018035;"Grabów nad Prosną - obszar wiejski (5)";0,2;0,2;0,2;0,2;0,2;0,2;
3018042;"Kobyla Góra (2)";7,0;6,9;6,2;7,0;6,9;6,2;
3018052;"Kraszewice (2)";0,5;0,0;0,0;0,5;0,0;0,0;
3018063;"Mikstat (3)";0,2;0,2;0,2;0,0;0,0;0,0;
3018064;"Mikstat - miasto (4)";0,2;0,2;0,2;0,0;0,0;0,0;
3018073;"Ostrzeszów (3)";6,7;6,6;6,1;0,0;0,0;0,0;
3018074;"Ostrzeszów - miasto (4)";1,6;1,5;1,3;0,0;0,0;0,0;
3018075;"Ostrzeszów - obszar wiejski (5)";5,1;5,1;4,8;0,0;0,0;0,0;
3019000;"Powiat pilski";131,5;130,0;128,4;20,3;20,1;20,0;
3019011;"Piła (1)";111,6;110,6;110,0;10,2;10,2;10,2;
3019022;"Białośliwie (2)";0,2;0,2;0,2;0,0;0,0;0,0;
3019032;"Kaczory (2)";6,1;5,5;;1,3;1,1;;
3019033;"Kaczory (3)";;;5,2;;;1,6;
3019034;"Kaczory - miasto (4)";;;3,0;;;0,8;
3019035;"Kaczory - obszar wiejski (5)";;;2,2;;;0,8;
3019043;"Łobżenica (3)";1,2;1,2;1,2;0,7;0,7;0,7;
3019044;"Łobżenica - miasto (4)";1,1;1,1;1,1;0,7;0,7;0,7;
3019045;"Łobżenica - obszar wiejski (5)";0,1;0,1;0,1;0,0;0,0;0,0;
3019073;"Ujście (3)";11,0;11,0;10,5;7,3;7,3;6,7;
3019074;"Ujście - miasto (4)";4,9;4,9;4,7;2,7;2,7;2,4;
3019075;"Ujście - obszar wiejski (5)";6,1;6,1;5,8;4,6;4,6;4,3;
3019083;"Wyrzysk (3)";0,4;0,5;0,3;0,0;0,0;0,0;
3019084;"Wyrzysk - miasto (4)";0,4;0,4;0,3;0,0;0,0;0,0;
3019085;"Wyrzysk - obszar wiejski (5)";0,0;0,1;0,0;0,0;0,0;0,0;
3019093;"Wysoka (3)";1,0;1,0;1,0;0,8;0,8;0,8;
3019094;"Wysoka - miasto (4)";0,8;0,8;0,8;0,6;0,6;0,6;
3019095;"Wysoka - obszar wiejski (5)";0,2;0,2;0,2;0,2;0,2;0,2;
3020000;"Powiat pleszewski";13,5;12,3;12,2;3,4;3,3;3,2;
3020033;"Dobrzyca (3)";2,0;2,0;1,5;2,0;2,0;1,5;
3020034;"Dobrzyca - miasto (4)";0,4;0,4;0,4;0,4;0,4;0,4;
3020035;"Dobrzyca - obszar wiejski (5)";1,6;1,6;1,1;1,6;1,6;1,1;
3020042;"Gizałki (2)";0,5;0,5;0,9;0,5;0,5;0,9;
3020052;"Gołuchów (2)";2,2;2,1;2,1;0,9;0,8;0,8;
3020063;"Pleszew (3)";8,8;7,7;7,7;0,0;0,0;0,0;
3020064;"Pleszew - miasto (4)";2,8;2,8;2,8;0,0;0,0;0,0;
3020065;"Pleszew - obszar wiejski (5)";6,0;4,9;4,9;0,0;0,0;0,0;
3021000;"Powiat poznański";193,9;187,8;186,3;57,5;55,3;51,7;
3021011;"Luboń (1)";0,4;0,4;0,4;0,0;0,0;0,0;
3021033;"Buk (3)";0,9;0,9;0,7;0,9;0,9;0,0;
3021035;"Buk - obszar wiejski (5)";0,9;0,9;0,7;0,9;0,9;0,0;
3021042;"Czerwonak (2)";19,8;17,9;16,9;19,8;17,9;16,9;
3021052;"Dopiewo (2)";18,3;18,0;17,8;0,0;0,0;0,0;
3021062;"Kleszczewo (2)";0,1;0,1;0,1;0,1;0,1;0,1;
3021072;"Komorniki (2)";19,1;19,1;19,1;0,0;0,0;0,0;
3021083;"Kostrzyn (3)";1,2;1,2;1,2;0,0;0,0;0,0;
3021084;"Kostrzyn - miasto (4)";1,2;1,2;1,2;0,0;0,0;0,0;
3021093;"Kórnik (3)";5,8;5,8;5,8;2,3;2,3;2,3;
3021094;"Kórnik - miasto (4)";4,8;4,8;4,8;1,3;1,3;1,3;
3021095;"Kórnik - obszar wiejski (5)";1,0;1,0;1,0;1,0;1,0;1,0;
3021103;"Mosina (3)";69,6;68,2;67,0;0,0;0,0;0,0;
3021104;"Mosina - miasto (4)";45,8;44,4;43,8;0,0;0,0;0,0;
3021105;"Mosina - obszar wiejski (5)";23,8;23,8;23,2;0,0;0,0;0,0;
3021113;"Murowana Goślina (3)";4,0;3,5;3,3;0,0;0,0;0,0;
3021114;"Murowana Goślina - miasto (4)";0,6;0,5;0,4;0,0;0,0;0,0;
3021115;"Murowana Goślina - obszar wiejski (5)";3,4;3,0;2,9;0,0;0,0;0,0;
3021123;"Pobiedziska (3)";18,4;17,7;19,0;0,0;0,0;0,0;
3021124;"Pobiedziska - miasto (4)";18,0;17,4;17,3;0,0;0,0;0,0;
3021125;"Pobiedziska - obszar wiejski (5)";0,4;0,3;1,7;0,0;0,0;0,0;
3021132;"Rokietnica (2)";1,3;1,1;0,7;1,3;1,1;0,7;
3021143;"Stęszew (3)";1,0;1,0;1,7;0,4;1,0;0,0;
3021144;"Stęszew - miasto (4)";0,4;0,4;1,7;0,4;0,4;0,0;
3021145;"Stęszew - obszar wiejski (5)";0,6;0,6;0,0;0,0;0,6;0,0;
3021152;"Suchy Las (2)";2,1;2,2;2,0;1,6;1,7;1,5;
3021163;"Swarzędz (3)";1,3;0,4;0,4;0,5;0,0;0,0;
3021165;"Swarzędz - obszar wiejski (5)";1,3;0,4;0,4;0,5;0,0;0,0;
3021172;"Tarnowo Podgórne (2)";30,6;30,3;30,2;30,6;30,3;30,2;
3022000;"Powiat rawicki";19,7;21,8;19,4;4,8;4,8;4,7;
3022013;"Bojanowo (3)";3,1;3,1;3,0;3,1;3,1;3,0;
3022014;"Bojanowo - miasto (4)";0,9;0,9;0,8;0,9;0,9;0,8;
3022015;"Bojanowo - obszar wiejski (5)";2,2;2,2;2,2;2,2;2,2;2,2;
3022033;"Miejska Górka (3)";1,4;1,4;1,4;1,4;1,4;1,4;
3022034;"Miejska Górka - miasto (4)";1,4;1,4;1,4;1,4;1,4;1,4;
3022042;"Pakosław (2)";5,8;8,3;6,0;0,0;0,0;0,0;
3022053;"Rawicz (3)";9,4;9,0;9,0;0,3;0,3;0,3;
3022054;"Rawicz - miasto (4)";9,4;9,0;9,0;0,3;0,3;0,3;
3023000;"Powiat słupecki";4,9;4,2;3,9;4,2;4,2;3,9;
3023022;"Lądek (2)";0,2;0,2;0,2;0,2;0,2;0,2;
3023032;"Orchowo (2)";2,1;2,1;2,1;2,1;2,1;2,1;
3023052;"Powidz (2)";0,3;0,3;0,0;0,3;0,3;0,0;
3023062;"Słupca (2)";2,3;1,6;1,6;1,6;1,6;1,6;
3024000;"Powiat szamotulski";12,8;12,2;11,6;11,7;10,3;9,1;
3024011;"Obrzycko (1)";0,6;0,4;0,4;0,0;0,0;0,0;
3024022;"Duszniki (2)";2,4;1,9;1,9;2,4;1,9;1,9;
3024032;"Kaźmierz (2)";0,6;1,6;2,1;0,6;0,6;0,5;
3024053;"Ostroróg (3)";1,8;1,8;1,8;1,3;1,3;1,3;
3024054;"Ostroróg - miasto (4)";1,3;1,3;1,3;1,3;1,3;1,3;
3024055;"Ostroróg - obszar wiejski (5)";0,5;0,5;0,5;0,0;0,0;0,0;
3024063;"Pniewy (3)";1,3;1,5;1,8;1,3;1,5;1,8;
3024064;"Pniewy - miasto (4)";0,6;0,6;0,6;0,6;0,6;0,6;
3024065;"Pniewy - obszar wiejski (5)";0,7;0,9;1,2;0,7;0,9;1,2;
3024073;"Szamotuły (3)";4,8;3,7;2,3;4,8;3,7;2,3;
3024074;"Szamotuły - miasto (4)";2,8;2,1;2,1;2,8;2,1;2,1;
3024075;"Szamotuły - obszar wiejski (5)";2,0;1,6;0,2;2,0;1,6;0,2;
3024083;"Wronki (3)";1,3;1,3;1,3;1,3;1,3;1,3;
3024084;"Wronki - miasto (4)";1,3;1,3;1,3;1,3;1,3;1,3;
3025000;"Powiat średzki";12,8;12,1;10,7;10,9;9,9;9,7;
3025012;"Dominowo (2)";1,2;1,2;0,0;0,0;0,0;0,0;
3025022;"Krzykosy (2)";1,2;1,1;1,1;0,5;0,1;0,1;
3025043;"Środa Wielkopolska (3)";10,3;9,8;9,6;10,3;9,8;9,6;
3025044;"Środa Wielkopolska - miasto (4)";4,5;4,0;3,8;4,5;4,0;3,8;
3025045;"Środa Wielkopolska - obszar wiejski (5)";5,8;5,8;5,8;5,8;5,8;5,8;
3025052;"Zaniemyśl (2)";0,1;0,0;0,0;0,1;0,0;0,0;
3026000;"Powiat śremski";38,4;26,3;22,3;2,1;0,9;0,9;
3026012;"Brodnica (2)";16,4;8,0;5,4;0,0;0,0;0,0;
3026023;"Dolsk (3)";1,3;1,3;1,3;0,7;0,7;0,7;
3026024;"Dolsk - miasto (4)";0,7;0,7;0,7;0,7;0,7;0,7;
3026025;"Dolsk - obszar wiejski (5)";0,6;0,6;0,6;0,0;0,0;0,0;
3026033;"Książ Wielkopolski (3)";1,4;0,2;0,2;1,4;0,2;0,2;
3026034;"Książ Wielkopolski - miasto (4)";1,4;0,2;0,2;1,4;0,2;0,2;
3026043;"Śrem (3)";19,3;16,8;15,4;0,0;0,0;0,0;
3026044;"Śrem - miasto (4)";18,5;15,7;14,3;0,0;0,0;0,0;
3026045;"Śrem - obszar wiejski (5)";0,8;1,1;1,1;0,0;0,0;0,0;
3027000;"Powiat turecki";36,9;37,0;36,9;9,0;9,1;9,0;
3027011;"Turek (1)";7,9;7,8;7,7;7,9;7,8;7,7;
3027022;"Brudzew (2)";0,0;0,1;0,1;0,0;0,1;0,1;
3027042;"Kawęczyn (2)";0,0;0,1;0,1;0,0;0,1;0,1;
3027052;"Malanów (2)";1,2;1,2;1,2;0,0;0,0;0,0;
3027062;"Przykona (2)";0,4;0,4;0,4;0,4;0,4;0,4;
3027073;"Tuliszków (3)";1,5;1,5;1,5;0,7;0,7;0,7;
3027074;"Tuliszków - miasto (4)";0,3;0,3;0,3;0,0;0,0;0,0;
3027075;"Tuliszków - obszar wiejski (5)";1,2;1,2;1,2;0,7;0,7;0,7;
3027082;"Turek (2)";1,0;1,0;1,0;0,0;0,0;0,0;
3027092;"Władysławów (2)";24,9;24,9;24,9;0,0;0,0;0,0;
3028000;"Powiat wągrowiecki";28,0;30,6;27,8;14,9;13,3;11,5;
3028011;"Wągrowiec (1)";3,5;3,2;3,1;0,0;0,0;0,0;
3028022;"Damasławek (2)";0,9;0,9;0,9;0,3;0,3;0,3;
3028033;"Gołańcz (3)";7,6;7,4;7,4;7,6;7,2;7,2;
3028034;"Gołańcz - miasto (4)";7,6;7,4;7,4;7,6;7,2;7,2;
3028042;"Mieścisko (2)";2,2;7,5;6,5;2,2;2,2;1,2;
3028053;"Skoki (3)";10,5;9,3;7,1;4,8;3,6;2,8;
3028054;"Skoki - miasto (4)";6,4;6,1;5,3;3,0;2,7;1,9;
3028055;"Skoki - obszar wiejski (5)";4,1;3,2;1,8;1,8;0,9;0,9;
3028062;"Wapno (2)";0,3;0,3;0,8;0,0;0,0;0,0;
3028072;"Wągrowiec (2)";3,0;2,0;2,0;0,0;0,0;0,0;
3029000;"Powiat wolsztyński";3,2;2,6;2,8;1,8;1,2;1,7;
3029012;"Przemęt (2)";2,6;2,0;1,1;1,5;0,9;0,0;
3029022;"Siedlec (2)";0,6;0,6;1,7;0,3;0,3;1,7;
3030000;"Powiat wrzesiński";2,8;2,7;2,4;0,3;0,3;0,0;
3030023;"Miłosław (3)";0,3;0,3;0,0;0,3;0,3;0,0;
3030025;"Miłosław - obszar wiejski (5)";0,3;0,3;0,0;0,3;0,3;0,0;
3030053;"Września (3)";2,5;2,4;2,4;0,0;0,0;0,0;
3030054;"Września - miasto (4)";2,0;2,0;2,0;0,0;0,0;0,0;
3030055;"Września - obszar wiejski (5)";0,5;0,4;0,4;0,0;0,0;0,0;
3031000;"Powiat złotowski";105,8;93,7;86,1;21,7;17,1;13,1;
3031011;"Złotów (1)";15,0;14,2;13,7;0,1;0,1;0,1;
3031023;"Jastrowie (3)";8,0;6,1;4,1;3,5;2,7;1,7;
3031024;"Jastrowie - miasto (4)";6,6;4,7;2,7;3,5;2,7;1,7;
3031025;"Jastrowie - obszar wiejski (5)";1,4;1,4;1,4;0,0;0,0;0,0;
3031033;"Krajenka (3)";52,7;51,5;50,1;4,1;4,1;4,0;
3031034;"Krajenka - miasto (4)";37,4;36,4;35,9;1,2;1,2;1,2;
3031035;"Krajenka - obszar wiejski (5)";15,3;15,1;14,2;2,9;2,9;2,8;
3031042;"Lipka (2)";2,2;3,0;3,0;2,2;2,4;2,4;
3031053;"Okonek (3)";16,5;15,0;13,8;4,5;4,1;3,7;
3031054;"Okonek - miasto (4)";16,0;14,6;13,7;4,0;3,7;3,6;
3031055;"Okonek - obszar wiejski (5)";0,5;0,4;0,1;0,5;0,4;0,1;
3031062;"Tarnówka (2)";4,4;1,5;1,2;4,4;1,5;1,2;
3031072;"Zakrzewo (2)";0,2;0,2;0,2;0,0;0,0;0,0;
3031082;"Złotów (2)";6,8;2,2;0,0;2,9;2,2;0,0;
3061000;"Powiat m. Kalisz";3,0;3,1;3,1;2,3;2,4;0,9;
3061011;"Kalisz (1)";3,0;3,1;3,1;2,3;2,4;0,9;
3062000;"Powiat m. Konin";6,8;4,2;4,0;1,5;1,5;1,5;
3062011;"Konin (1)";6,8;4,2;4,0;1,5;1,5;1,5;
3063000;"Powiat m. Leszno";10,0;40,8;37,2;7,4;8,5;6,4;
3063011;"Leszno (1)";10,0;40,8;37,2;7,4;8,5;6,4;
3064000;"Powiat m. Poznań";79,2;92,0;81,6;79,2;0,0;0,0;
3064011;"Poznań (1)";79,2;92,0;81,6;79,2;0,0;0,0;
3200000;"ZACHODNIOPOMORSKIE";2344,4;2310,7;2328,2;1067,6;1061,2;1038,0;
3201000;"Powiat białogardzki";72,7;66,3;99,0;6,7;6,2;6,2;
3201011;"Białogard (1)";17,9;12,0;37,6;0,0;0,0;0,0;
3201022;"Białogard (2)";35,4;35,4;35,4;3,0;3,0;3,0;
3201033;"Karlino (3)";18,1;17,4;24,5;2,4;1,7;1,7;
3201034;"Karlino - miasto (4)";18,1;17,4;24,5;2,4;1,7;1,7;
3201043;"Tychowo (3)";1,3;1,5;1,5;1,3;1,5;1,5;
3201044;"Tychowo - miasto (4)";1,3;1,3;1,3;1,3;1,3;1,3;
3201045;"Tychowo - obszar wiejski (5)";0,0;0,2;0,2;0,0;0,2;0,2;
3202000;"Powiat choszczeński";116,3;113,7;109,1;58,5;57,3;55,7;
3202012;"Bierzwnik (2)";7,4;7,4;6,9;7,4;7,4;6,9;
3202023;"Choszczno (3)";56,2;54,8;51,8;0,5;0,5;0,5;
3202024;"Choszczno - miasto (4)";39,1;37,7;34,8;0,1;0,1;0,1;
3202025;"Choszczno - obszar wiejski (5)";17,1;17,1;17,0;0,4;0,4;0,4;
3202033;"Drawno (3)";16,8;15,7;14,8;16,8;15,7;14,8;
3202034;"Drawno - miasto (4)";7,9;7,0;6,3;7,9;7,0;6,3;
3202035;"Drawno - obszar wiejski (5)";8,9;8,7;8,5;8,9;8,7;8,5;
3202053;"Pełczyce (3)";24,5;24,5;24,5;24,5;24,5;24,5;
3202054;"Pełczyce - miasto (4)";24,5;24,5;24,5;24,5;24,5;24,5;
3202063;"Recz (3)";11,4;11,3;11,1;9,3;9,2;9,0;
3202064;"Recz - miasto (4)";11,1;11,0;10,8;9,0;8,9;8,7;
3202065;"Recz - obszar wiejski (5)";0,3;0,3;0,3;0,3;0,3;0,3;
3203000;"Powiat drawski";120,0;118,8;116,7;22,4;24,4;25,5;
3203013;"Czaplinek (3)";40,1;38,4;37,8;2,2;5,1;4,5;
3203014;"Czaplinek - miasto (4)";13,2;13,0;12,9;2,2;2,0;1,9;
3203015;"Czaplinek - obszar wiejski (5)";26,9;25,4;24,9;0,0;3,1;2,6;
3203023;"Drawsko Pomorskie (3)";16,2;15,0;13,2;5,8;4,5;6,3;
3203024;"Drawsko Pomorskie - miasto (4)";16,2;15,0;13,2;5,8;4,5;6,3;
3203033;"Kalisz Pomorski (3)";10,5;12,7;12,6;5,3;6,2;6,1;
3203034;"Kalisz Pomorski - miasto (4)";10,5;12,7;12,6;5,3;6,2;6,1;
3203052;"Wierzchowo (2)";2,8;2,8;2,8;2,6;2,6;2,6;
3203063;"Złocieniec (3)";50,4;49,9;50,3;6,5;6,0;6,0;
3203064;"Złocieniec - miasto (4)";46,8;46,3;46,7;2,9;2,4;2,4;
3203065;"Złocieniec - obszar wiejski (5)";3,6;3,6;3,6;3,6;3,6;3,6;
3204000;"Powiat goleniowski";137,3;134,8;131,3;17,3;16,4;15,6;
3204023;"Goleniów (3)";112,0;111,1;111,1;2,5;2,4;3,5;
3204024;"Goleniów - miasto (4)";96,3;95,9;95,9;1,7;1,6;2,5;
3204025;"Goleniów - obszar wiejski (5)";15,7;15,2;15,2;0,8;0,8;1,0;
3204033;"Maszewo (3)";7,3;6,6;4,8;7,3;6,6;4,8;
3204034;"Maszewo - miasto (4)";6,9;6,2;4,4;6,9;6,2;4,4;
3204035;"Maszewo - obszar wiejski (5)";0,4;0,4;0,4;0,4;0,4;0,4;
3204062;"Przybiernów (2)";17,4;16,5;14,8;6,9;6,8;6,7;
3204073;"Stepnica (3)";0,6;0,6;0,6;0,6;0,6;0,6;
3204074;"Stepnica - miasto (4)";0,6;0,6;0,6;0,6;0,6;0,6;
3205000;"Powiat gryficki";134,2;132,9;115,9;47,0;48,9;38,0;
3205023;"Gryfice (3)";20,6;19,6;18,6;3,8;3,8;3,8;
3205024;"Gryfice - miasto (4)";20,6;19,6;18,6;3,8;3,8;3,8;
3205032;"Karnice (2)";5,7;6,3;5,9;4,0;4,0;4,0;
3205043;"Płoty (3)";4,4;3,5;3,1;0,0;0,0;0,0;
3205044;"Płoty - miasto (4)";4,4;3,5;3,1;0,0;0,0;0,0;
3205072;"Rewal (2)";3,1;3,1;2,7;3,1;3,1;2,7;
3205083;"Trzebiatów (3)";100,4;100,4;85,6;36,1;38,0;27,5;
3205084;"Trzebiatów - miasto (4)";83,0;82,5;74,7;28,1;29,5;22,1;
