"Kod";"Nazwa";"jednorodzinne;2020;[ha]";"jednorodzinne;2021;[ha]";"jednorodzinne;2022;[ha]";"jednorodzinne - uzbrojone;2020;[ha]";"jednorodzinne - uzbrojone;2021;[ha]";"jednorodzinne - uzbrojone;2022;[ha]";
3208000;"Powiat kołobrzeski";31;27;38;0;0;0;
3208011;"Kołobrzeg (1)";2;1;3;0;0;0;
3208022;"Dygowo (2)";4;3;3;0;0;0;
3208042;"Kołobrzeg (2)";17;16;26;0;0;0;
3208052;"Rymań (2)";2;2;2;0;0;0;
3208062;"Siemyśl (2)";2;2;2;0;0;0;
3208072;"Ustronie Morskie (2)";4;2;2;0;0;0;
3209000;"Powiat koszaliński";113;104;98;90;83;80;
3209022;"Biesiekierz (2)";9;9;9;9;9;9;
3209033;"Bobolice (3)";3;3;2;3;2;2;
3209034;"Bobolice - miasto (4)";3;2;2;3;2;2;
3209035;"Bobolice - obszar wiejski (5)";1;1;1;0;0;0;
3209042;"Manowo (2)";15;14;11;0;0;0;
3209063;"Polanów (3)";3;3;2;3;3;2;
3209065;"Polanów - obszar wiejski (5)";3;3;2;3;3;2;
3209073;"Sianów (3)";75;68;67;74;68;67;
3209074;"Sianów - miasto (4)";26;20;18;26;20;18;
3209075;"Sianów - obszar wiejski (5)";48;48;48;48;48;48;
3209082;"Świeszyno (2)";8;8;8;0;0;0;
3210000;"Powiat myśliborski";99;97;95;69;68;65;
3210013;"Barlinek (3)";27;26;26;2;2;2;
3210014;"Barlinek - miasto (4)";24;24;24;1;1;1;
3210015;"Barlinek - obszar wiejski (5)";2;2;2;1;1;1;
3210022;"Boleszkowice (2)";30;29;29;30;29;29;
3210033;"Dębno (3)";42;41;40;37;36;35;
3210034;"Dębno - miasto (4)";28;27;26;28;27;26;
3210035;"Dębno - obszar wiejski (5)";14;14;13;9;9;8;
3210043;"Myślibórz (3)";1;1;0;1;1;0;
3211000;"Powiat policki";85;84;84;30;28;28;
3211012;"Dobra (Szczecińska) (2)";20;20;20;0;0;0;
3211022;"Kołbaskowo (2)";2;1;1;2;1;1;
3211043;"Police (3)";62;62;62;27;27;27;
3211044;"Police - miasto (4)";51;51;51;24;24;24;
3211045;"Police - obszar wiejski (5)";11;11;11;3;3;3;
3212000;"Powiat pyrzycki";15;15;15;6;6;6;
3212012;"Bielice (2)";2;2;2;2;2;2;
3212022;"Kozielice (2)";1;1;1;1;1;0;
3212033;"Lipiany (3)";7;7;7;0;0;0;
3212034;"Lipiany - miasto (4)";6;6;6;0;0;0;
3212035;"Lipiany - obszar wiejski (5)";1;1;1;0;0;0;
3212042;"Przelewice (2)";1;1;1;0;0;0;
3212053;"Pyrzyce (3)";5;5;5;3;3;3;
3212054;"Pyrzyce - miasto (4)";3;3;3;2;2;2;
3212055;"Pyrzyce - obszar wiejski (5)";2;2;2;2;2;2;
3213000;"Powiat sławieński";65;64;85;56;53;63;
3213011;"Darłowo (1)";4;4;26;1;1;12;
3213021;"Sławno (1)";7;6;5;7;6;5;
3213042;"Malechowo (2)";2;1;1;1;1;0;
3213052;"Postomino (2)";5;7;7;0;0;0;
3213062;"Sławno (2)";47;47;46;47;47;46;
3214000;"Powiat stargardzki";60;65;64;12;10;10;
3214011;"Stargard (1)";2;10;7;0;0;0;
3214023;"Chociwel (3)";11;11;11;0;0;0;
3214024;"Chociwel - miasto (4)";11;11;11;0;0;0;
3214033;"Dobrzany (3)";3;3;3;3;3;3;
3214034;"Dobrzany - miasto (4)";2;2;2;2;2;2;
3214042;"Dolice (2)";9;9;9;1;1;1;
3214053;"Ińsko (3)";2;2;2;2;2;2;
3214054;"Ińsko - miasto (4)";1;1;1;1;1;1;
3214055;"Ińsko - obszar wiejski (5)";1;1;1;1;1;1;
3214062;"Kobylanka (2)";2;2;2;1;1;1;
3214082;"Marianowo (2)";23;23;23;0;0;0;
3214092;"Stara Dąbrowa (2)";1;0;0;0;0;0;
3214102;"Stargard (2)";6;4;4;6;4;4;
3214113;"Suchań (3)";0;0;1;0;0;0;
3214114;"Suchań - miasto (4)";0;0;1;0;0;0;
3215000;"Powiat szczecinecki";218;209;202;90;86;85;
3215011;"Szczecinek (1)";15;13;12;10;8;7;
3215023;"Barwice (3)";2;2;2;2;2;2;
3215024;"Barwice - miasto (4)";2;2;2;2;2;2;
3215025;"Barwice - obszar wiejski (5)";1;1;1;0;1;1;
3215033;"Biały Bór (3)";3;2;2;0;0;1;
3215035;"Biały Bór - obszar wiejski (5)";3;2;1;0;0;0;
3215043;"Borne Sulinowo (3)";132;129;128;57;57;57;
3215044;"Borne Sulinowo - miasto (4)";2;2;2;0;0;0;
3215045;"Borne Sulinowo - obszar wiejski (5)";129;127;126;57;57;57;
3215052;"Grzmiąca (2)";31;31;30;19;19;19;
3215062;"Szczecinek (2)";36;33;29;3;0;0;
3216000;"Powiat świdwiński";42;44;42;6;6;5;
3216011;"Świdwin (1)";15;14;14;2;2;2;
3216022;"Brzeżno (2)";12;12;12;3;3;3;
3216033;"Połczyn-Zdrój (3)";9;9;8;1;1;0;
3216034;"Połczyn-Zdrój - miasto (4)";9;9;8;1;1;0;
3216042;"Rąbino (2)";2;2;2;0;0;0;
3216052;"Sławoborze (2)";4;4;4;0;0;0;
3216062;"Świdwin (2)";0;2;2;0;0;0;
3217000;"Powiat wałecki";69;68;65;4;6;7;
3217011;"Wałcz (1)";65;64;61;1;2;4;
3217023;"Człopa (3)";1;2;2;1;1;1;
3217024;"Człopa - miasto (4)";1;2;2;1;1;1;
3217025;"Człopa - obszar wiejski (5)";1;1;1;1;1;1;
3217043;"Tuczno (3)";1;0;0;1;0;0;
3217045;"Tuczno - obszar wiejski (5)";1;0;0;1;0;0;
3217052;"Wałcz (2)";2;2;2;2;2;1;
3218000;"Powiat łobeski";29;27;25;18;17;17;
3218013;"Dobra (3)";4;3;3;2;2;2;
3218014;"Dobra - miasto (4)";2;1;1;0;0;0;
3218015;"Dobra - obszar wiejski (5)";2;2;2;2;2;2;
3218023;"Łobez (3)";10;9;9;2;2;2;
3218024;"Łobez - miasto (4)";10;9;9;2;2;2;
3218043;"Resko (3)";12;11;11;11;11;10;
3218044;"Resko - miasto (4)";7;7;6;6;6;6;
3218045;"Resko - obszar wiejski (5)";5;5;5;4;4;4;
3218053;"Węgorzyno (3)";4;3;3;3;3;3;
3218054;"Węgorzyno - miasto (4)";4;3;3;2;2;3;
3218055;"Węgorzyno - obszar wiejski (5)";1;0;0;0;0;0;
3261000;"Powiat m. Koszalin";18;18;17;5;5;3;
3261011;"Koszalin (1)";18;18;17;5;5;3;
3262000;"Powiat m. Szczecin";346;331;309;167;170;157;
3262011;"Szczecin (1)";346;331;309;167;170;157;
3263000;"Powiat m. Świnoujście";1;0;1;0;0;0;
3263011;"Świnoujście (1)";1;0;1;0;0;0;
